,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title
7889,0.309,0.93,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815,280000,3,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,audio_features,0QeI79sp1vS8L3JgpEO7mD,spotify:track:0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/tracks/0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/audio-analysis/0QeI79sp1vS8L3JgpEO7mD,280000,4,Prince,Let's Go Crazy
7890,0.428,0.276,-11.729,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,2,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,audio_features,33LC84JgLvK2KuW43MfaNq,spotify:track:33LC84JgLvK2KuW43MfaNq,https://api.spotify.com/v1/tracks/33LC84JgLvK2KuW43MfaNq,https://api.spotify.com/v1/audio-analysis/33LC84JgLvK2KuW43MfaNq,280000,1,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic"""
7891,0.428,0.276,-11.729,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,2,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,audio_features,33LC84JgLvK2KuW43MfaNq,spotify:track:33LC84JgLvK2KuW43MfaNq,https://api.spotify.com/v1/tracks/33LC84JgLvK2KuW43MfaNq,https://api.spotify.com/v1/audio-analysis/33LC84JgLvK2KuW43MfaNq,280000,1,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic"""
7892,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,0,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,2TYC9SaRhYypUQzB1ZVTG2,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/tracks/2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/audio-analysis/2TYC9SaRhYypUQzB1ZVTG2,230760,4,Kings of Leon,Use Somebody
7893,0.517,0.464,-8.721,0.0245,0.0394,0.000387,0.154,0.161,92.985,185840,0,0.517,0.464,11,-8.721,0,0.0245,0.0394,0.000387,0.154,0.161,92.985,audio_features,1vmOWok3n7VAWh08KpEB4y,spotify:track:1vmOWok3n7VAWh08KpEB4y,https://api.spotify.com/v1/tracks/1vmOWok3n7VAWh08KpEB4y,https://api.spotify.com/v1/audio-analysis/1vmOWok3n7VAWh08KpEB4y,185840,3,INXS,By My Side
7894,0.8,0.878,-7.109,0.0434,0.189,0.000104,0.14,0.816,104.282,280853,4,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,audio_features,2NVpYQqdraEcQwqT7GhUkh,spotify:track:2NVpYQqdraEcQwqT7GhUkh,https://api.spotify.com/v1/tracks/2NVpYQqdraEcQwqT7GhUkh,https://api.spotify.com/v1/audio-analysis/2NVpYQqdraEcQwqT7GhUkh,280853,4,Chaka Khan,Ain't Nobody
7895,0.535,0.651,-6.326,0.0544,0.391,0.0,0.133,0.612,117.218,179600,4,0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,audio_features,4cIPLtg1avt2Jm3ne9S1zy,spotify:track:4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/tracks/4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/audio-analysis/4cIPLtg1avt2Jm3ne9S1zy,179600,4,Queen,Killer Queen - Remastered 2011
7896,0.64,0.525,-10.757,0.0444,0.146,0.0,0.0892,0.373,88.044,259173,0,0.64,0.525,9,-10.757,1,0.0444,0.146,0.0,0.0892,0.373,88.044,audio_features,6Q5sIAUNtvwsxSPKB6XEfD,spotify:track:6Q5sIAUNtvwsxSPKB6XEfD,https://api.spotify.com/v1/tracks/6Q5sIAUNtvwsxSPKB6XEfD,https://api.spotify.com/v1/audio-analysis/6Q5sIAUNtvwsxSPKB6XEfD,259173,4,Redgum,I Was Only 19 (A Walk in the Light Green)
7897,0.582,0.606,-9.961,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,0,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,audio_features,3wfujdbamR3Z46F4xav7LM,spotify:track:3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/audio-analysis/3wfujdbamR3Z46F4xav7LM,234493,5,The Cars,Drive
7898,0.755,0.807,-6.505,0.049,0.000552,0.521,0.0573,0.549,122.026,434570,0,0.755,0.807,7,-6.505,1,0.049,0.000552,0.521,0.0573,0.549,122.026,audio_features,1Md8Nc7hXSyE3kd5VoAOPI,spotify:track:1Md8Nc7hXSyE3kd5VoAOPI,https://api.spotify.com/v1/tracks/1Md8Nc7hXSyE3kd5VoAOPI,https://api.spotify.com/v1/audio-analysis/1Md8Nc7hXSyE3kd5VoAOPI,434570,4,Beats International,Dub Be Good To Me - Raiwa Remix
7899,0.316,0.484,-9.11,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,0,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3,The Animals,House of the Rising Sun
7900,0.733,0.94,-5.191,0.037,0.14,0.744,0.263,0.96,97.965,220373,4,0.733,0.94,8,-5.191,0,0.037,0.14,0.744,0.263,0.96,97.965,audio_features,5z3yh9AKFC2RhoSRmcZoXA,spotify:track:5z3yh9AKFC2RhoSRmcZoXA,https://api.spotify.com/v1/tracks/5z3yh9AKFC2RhoSRmcZoXA,https://api.spotify.com/v1/audio-analysis/5z3yh9AKFC2RhoSRmcZoXA,220373,4,Fatboy Slim,Weapon of Choice
7901,0.758,0.378,-15.308,0.0449,0.284,0.0,0.049,0.985,120.736,223867,4,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,audio_features,2yBVeksU2EtrPJbTu4ZslK,spotify:track:2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,223867,4,The Doobie Brothers,What a Fool Believes
7902,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me)
7903,0.314,0.797,-9.026,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351627,0,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,audio_features,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4,Pulp,Common People
7904,0.491,0.583,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,183307,5,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4,Van Morrison,Brown Eyed Girl
7905,0.636,0.939,-5.551,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,295133,4,0.636,0.939,9,-5.551,1,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,audio_features,5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/tracks/5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/audio-analysis/5fqcIHU6DhQtFKVO5XSdQs,295133,4,The B-52's,Roam
7906,0.429,0.631,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,3,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,audio_features,1jzDzZWeSDBg5fhNc3tczV,spotify:track:1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/tracks/1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/audio-analysis/1jzDzZWeSDBg5fhNc3tczV,168440,4,Black Sabbath,Paranoid
7907,0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,46eu3SBuFCXWsPT39Yg3tJ,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ,365467,4,Michael Jackson,Don't Stop 'Til You Get Enough
7908,0.395,0.648,-7.372,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,222267,0,0.395,0.648,9,-7.372,1,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,audio_features,2ZvVKaRZzeEdmTrpTrhEvR,spotify:track:2ZvVKaRZzeEdmTrpTrhEvR,https://api.spotify.com/v1/tracks/2ZvVKaRZzeEdmTrpTrhEvR,https://api.spotify.com/v1/audio-analysis/2ZvVKaRZzeEdmTrpTrhEvR,222267,4,Silverchair,Ana's Song (Open Fire)
7909,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973,4,Train,Drive By
7910,0.446,0.277,-19.578,0.0322,0.000212,0.786,0.148,0.0706,135.925,209067,7,0.446,0.277,1,-19.578,1,0.0322,0.000212,0.786,0.148,0.0706,135.925,audio_features,6GxhckZeqoWNF9n9XS91HS,spotify:track:6GxhckZeqoWNF9n9XS91HS,https://api.spotify.com/v1/tracks/6GxhckZeqoWNF9n9XS91HS,https://api.spotify.com/v1/audio-analysis/6GxhckZeqoWNF9n9XS91HS,209067,4,Vangelis,Chariots Of Fire
7911,0.309,0.649,-8.994,0.035,0.0158,0.00591,0.367,0.312,166.915,306440,3,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440,4,The Cranberries,Zombie
7912,0.745,0.86,-11.075,0.0439,0.152,0.00411,0.636,0.754,111.804,227360,5,0.745,0.86,6,-11.075,1,0.0439,0.152,0.00411,0.636,0.754,111.804,audio_features,6OKxpfca25E4UC23VR7E73,spotify:track:6OKxpfca25E4UC23VR7E73,https://api.spotify.com/v1/tracks/6OKxpfca25E4UC23VR7E73,https://api.spotify.com/v1/audio-analysis/6OKxpfca25E4UC23VR7E73,227360,4,John Farnham,Pressure Down
7913,0.561,0.785,-4.973,0.0629,0.0282,0.451,0.0615,0.546,137.153,254200,3,0.561,0.785,9,-4.973,1,0.0629,0.0282,0.451,0.0615,0.546,137.153,audio_features,5pLgH1bCkBV3bbmvm0qvom,spotify:track:5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/tracks/5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/audio-analysis/5pLgH1bCkBV3bbmvm0qvom,254200,4,AC/DC,High Voltage
7914,0.404,0.43,-12.327,0.224,0.538,0.0,0.0802,0.641,180.061,148053,3,0.404,0.43,4,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,audio_features,6ek9SiEj5a65WIs2EV7qiM,spotify:track:6ek9SiEj5a65WIs2EV7qiM,https://api.spotify.com/v1/tracks/6ek9SiEj5a65WIs2EV7qiM,https://api.spotify.com/v1/audio-analysis/6ek9SiEj5a65WIs2EV7qiM,148053,4,Dusty Springfield,Son Of A Preacher Man
7915,0.586,0.48,-9.138,0.0243,0.385,0.0,0.0947,0.488,79.873,324440,0,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,audio_features,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/tracks/2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,324440,4,Meat Loaf,Two Out of Three Ain't Bad
7916,0.661,0.908,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091,296080,4,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,6OnfBiiSc9RGKiBKKtZXgQ,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/tracks/6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/audio-analysis/6OnfBiiSc9RGKiBKKtZXgQ,296080,4,Starship,We Built This City
7917,0.742,0.533,-9.098,0.0288,0.459,0.148,0.064,0.391,97.395,329147,1,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,audio_features,0CsM8VGDi38kusMv3pxyj1,spotify:track:0CsM8VGDi38kusMv3pxyj1,https://api.spotify.com/v1/tracks/0CsM8VGDi38kusMv3pxyj1,https://api.spotify.com/v1/audio-analysis/0CsM8VGDi38kusMv3pxyj1,329147,4,Spandau Ballet,True - Single Edit
7918,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,0,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,audio_features,2oWMI54r0qT4N8Xb4C76vq,spotify:track:2oWMI54r0qT4N8Xb4C76vq,https://api.spotify.com/v1/tracks/2oWMI54r0qT4N8Xb4C76vq,https://api.spotify.com/v1/audio-analysis/2oWMI54r0qT4N8Xb4C76vq,237320,4,Roxette,The Look
7919,0.693,0.408,-7.999,0.0442,0.346,0.0,0.146,0.479,83.646,207200,1,0.693,0.408,4,-7.999,1,0.0442,0.346,0.0,0.146,0.479,83.646,audio_features,3bP47tw8MOgtrwdO1iahVl,spotify:track:3bP47tw8MOgtrwdO1iahVl,https://api.spotify.com/v1/tracks/3bP47tw8MOgtrwdO1iahVl,https://api.spotify.com/v1/audio-analysis/3bP47tw8MOgtrwdO1iahVl,207200,4,Mr. Big,To Be With You
7920,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172,204560,4,0.711,0.788,11,-14.705,1,0.0825,0.0117,2.05e-06,0.311,0.757,103.172,audio_features,3BGbqEDio3ocx1v4egIYr6,spotify:track:3BGbqEDio3ocx1v4egIYr6,https://api.spotify.com/v1/tracks/3BGbqEDio3ocx1v4egIYr6,https://api.spotify.com/v1/audio-analysis/3BGbqEDio3ocx1v4egIYr6,204560,4,The Bangles,Walk Like an Egyptian
7921,0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,2,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,audio_features,3PzsbWSQdLCKDLxn7YZfkM,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/tracks/3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/audio-analysis/3PzsbWSQdLCKDLxn7YZfkM,155880,4,Bruce Springsteen,I'm On Fire
7922,0.542,0.971,-4.378,0.112,0.1,0.00993,0.131,0.639,131.363,254118,3,0.542,0.971,9,-4.378,0,0.112,0.1,0.00993,0.131,0.639,131.363,audio_features,22E53O2cAxG6n2Mkq9EEIR,spotify:track:22E53O2cAxG6n2Mkq9EEIR,https://api.spotify.com/v1/tracks/22E53O2cAxG6n2Mkq9EEIR,https://api.spotify.com/v1/audio-analysis/22E53O2cAxG6n2Mkq9EEIR,254118,4,Hoodoo Gurus,Miss Freelove '69
7923,0.513,0.591,-6.407,0.0274,0.405,0.0,0.126,0.173,130.167,287600,0,0.513,0.591,1,-6.407,0,0.0274,0.405,0.0,0.126,0.173,130.167,audio_features,4jh9olf0OKCokpzxSyLeJx,spotify:track:4jh9olf0OKCokpzxSyLeJx,https://api.spotify.com/v1/tracks/4jh9olf0OKCokpzxSyLeJx,https://api.spotify.com/v1/audio-analysis/4jh9olf0OKCokpzxSyLeJx,287600,4,Martika,Toy Soldiers
7924,0.409,0.932,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640,3,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,audio_features,55yvzYuvJYG2RUEnMK78tr,spotify:track:55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/tracks/55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/audio-analysis/55yvzYuvJYG2RUEnMK78tr,166640,4,Nirvana,About A Girl
7925,0.676,0.771,-5.981,0.0283,0.109,0.0,0.247,0.708,115.073,199587,4,0.676,0.771,7,-5.981,1,0.0283,0.109,0.0,0.247,0.708,115.073,audio_features,1vQxicuNSODoBECPMFjHMG,spotify:track:1vQxicuNSODoBECPMFjHMG,https://api.spotify.com/v1/tracks/1vQxicuNSODoBECPMFjHMG,https://api.spotify.com/v1/audio-analysis/1vQxicuNSODoBECPMFjHMG,199587,4,Traveling Wilburys,Handle With Care
7926,0.689,0.805,-11.199,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,250520,4,0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,audio_features,6120uJUyg6QDzaAJUosTx5,spotify:track:6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/tracks/6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/audio-analysis/6120uJUyg6QDzaAJUosTx5,250520,4,Amii Stewart,Knock On Wood
7927,0.586,0.839,-4.493,0.0363,0.00985,0.0,0.289,0.763,138.002,231560,4,0.586,0.839,6,-4.493,1,0.0363,0.00985,0.0,0.289,0.763,138.002,audio_features,4iHUBqALsttdeXVRXlTMQJ,spotify:track:4iHUBqALsttdeXVRXlTMQJ,https://api.spotify.com/v1/tracks/4iHUBqALsttdeXVRXlTMQJ,https://api.spotify.com/v1/audio-analysis/4iHUBqALsttdeXVRXlTMQJ,231560,4,P!nk,Please Don't Leave Me
7928,0.643,0.614,-12.878,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,4,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,audio_features,6tXnRSvuNgOq4QcxpIN54r,spotify:track:6tXnRSvuNgOq4QcxpIN54r,https://api.spotify.com/v1/tracks/6tXnRSvuNgOq4QcxpIN54r,https://api.spotify.com/v1/audio-analysis/6tXnRSvuNgOq4QcxpIN54r,224467,4,Crowded House,Weather With You
7929,0.358,0.893,-7.486,0.12,0.0222,0.0524,0.126,0.262,174.238,293653,3,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,4h7bZNHnYP2umOomPbnfxG,spotify:track:4h7bZNHnYP2umOomPbnfxG,https://api.spotify.com/v1/tracks/4h7bZNHnYP2umOomPbnfxG,https://api.spotify.com/v1/audio-analysis/4h7bZNHnYP2umOomPbnfxG,293653,4,Faith No More,Epic
7930,0.738,0.541,-5.485,0.0311,0.559,0.0,0.0492,0.309,134.187,387573,0,0.738,0.541,1,-5.485,1,0.0311,0.559,0.0,0.0492,0.309,134.187,audio_features,7ziHnshbknkpFLDW5yGBjO,spotify:track:7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/tracks/7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/audio-analysis/7ziHnshbknkpFLDW5yGBjO,387573,4,All Saints,Never Ever
7931,0.632,0.556,-10.138,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,1,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,audio_features,3ntrdR24dLkKrzSGRv1FlH,spotify:track:3ntrdR24dLkKrzSGRv1FlH,https://api.spotify.com/v1/tracks/3ntrdR24dLkKrzSGRv1FlH,https://api.spotify.com/v1/audio-analysis/3ntrdR24dLkKrzSGRv1FlH,211667,4,John Lennon,Stand By Me - Remastered 2010
7932,0.662,0.737,-9.54,0.0296,0.108,0.0191,0.119,0.744,103.867,329800,4,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,audio_features,6pPWRBubXOBAHnjl5ZIujB,spotify:track:6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/tracks/6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/audio-analysis/6pPWRBubXOBAHnjl5ZIujB,329800,4,Tina Turner,The Best
7933,0.678,0.659,-12.695,0.0396,0.0236,0.00192,0.0744,0.899,113.542,230067,4,0.678,0.659,11,-12.695,0,0.0396,0.0236,0.00192,0.0744,0.899,113.542,audio_features,50PeqUz1BjMw9ayNTk5O4d,spotify:track:50PeqUz1BjMw9ayNTk5O4d,https://api.spotify.com/v1/tracks/50PeqUz1BjMw9ayNTk5O4d,https://api.spotify.com/v1/audio-analysis/50PeqUz1BjMw9ayNTk5O4d,230067,4,Londonbeat,I've Been Thinking About You
7934,0.443,0.669,-3.244,0.0274,0.0754,0.0,0.0683,0.426,92.641,265664,0,0.443,0.669,9,-3.244,1,0.0274,0.0754,0.0,0.0683,0.426,92.641,audio_features,5Eqx81y2ETkPuZrQuYBiub,spotify:track:5Eqx81y2ETkPuZrQuYBiub,https://api.spotify.com/v1/tracks/5Eqx81y2ETkPuZrQuYBiub,https://api.spotify.com/v1/audio-analysis/5Eqx81y2ETkPuZrQuYBiub,265664,4,Cold Chisel,When The War Is Over - 2011 Remastered
7935,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360,4,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4,MC Hammer,U Can't Touch This
7936,0.495,0.609,-9.902,0.0339,0.42,0.0,0.187,0.33,135.671,257440,0,0.495,0.609,7,-9.902,1,0.0339,0.42,0.0,0.187,0.33,135.671,audio_features,0tKjVEJlX3IZ5L1rEJc5hh,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/tracks/0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/audio-analysis/0tKjVEJlX3IZ5L1rEJc5hh,257440,4,Bad English,When I See You Smile
7937,0.269,0.728,-6.943,0.0345,3.34e-05,0.748,0.194,0.149,150.521,255600,3,0.269,0.728,6,-6.943,1,0.0345,3.34e-05,0.748,0.194,0.149,150.521,audio_features,5kguToT39QaxxYEuPwFkp6,spotify:track:5kguToT39QaxxYEuPwFkp6,https://api.spotify.com/v1/tracks/5kguToT39QaxxYEuPwFkp6,https://api.spotify.com/v1/audio-analysis/5kguToT39QaxxYEuPwFkp6,255600,4,The Smashing Pumpkins,"Tonight, Tonight"
7938,0.711,0.362,-10.851,0.0381,0.272,0.0,0.127,0.616,117.287,194293,1,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4,Marvin Gaye,I Heard It Through The Grapevine
7939,0.613,0.912,-4.638,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240,5,0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,audio_features,1lJZSsMoWEbrgaY6CxPMf8,spotify:track:1lJZSsMoWEbrgaY6CxPMf8,https://api.spotify.com/v1/tracks/1lJZSsMoWEbrgaY6CxPMf8,https://api.spotify.com/v1/audio-analysis/1lJZSsMoWEbrgaY6CxPMf8,268240,4,Eurythmics,Would I Lie to You? - Remastered Version
7940,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,219667,4,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,audio_features,1hlveB9M6ijHZRbzZ2teyh,spotify:track:1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/tracks/1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/audio-analysis/1hlveB9M6ijHZRbzZ2teyh,219667,4,Twisted Sister,We're Not Gonna Take It
7941,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,3,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,audio_features,003vvx7Niy0yvhvHt4a68B,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4,The Killers,Mr. Brightside
7942,0.431,0.723,-5.887,0.0568,0.145,0.0,0.374,0.19,130.141,267360,0,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4,Bonnie Tyler,Total Eclipse of the Heart
7943,0.597,0.554,-14.144,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4,The Doors,"Hello, I Love You"
